.rownames	city	confirmed	elementary_school_count	kindergarten_count	university_count	academy_ratio	elderly_population_ratio	elderly_alone_ratio	nursing_home_count	class	.fittedPC1	.fittedPC2	.fittedPC3	.fittedPC4	.fittedPC5	.fittedPC6	.fittedPC7
114	Nowon-gu	23	42	66	6	1.39	15.4	7.4	952	4. High	-2.514673516293661	-0.9114503458782665	1.091612371118346	-0.7843370123656335	-0.9479928345241397	0.056061457753099425	-0.17282686386852103
115	Osan-si	7	23	50	2	1.25	9.09	3.6	314	3. Moderate	-1.1110727576134314	1.128610576601221	1.0551679518528876	0.47552091974375427	0.2965354205129399	0.30625956185152153	-0.10999286406226938
116	Paju-si	6	57	98	1	1.34	13.52	5.3	573	2. Low	-2.166166372463709	-0.39294929829934616	-0.16297383733800624	1.303492720144594	0.9582425642882331	0.017731411778208413	0.14765870581942242
117	Pocheon-si	11	31	33	2	0.89	18.92	8.2	209	3. Moderate	-1.5261421349502258e-4	0.03387767102260307	0.9073081611693801	0.34505424099317494	0.17140788554273328	-0.3250104585699523	0.0347229149172686
118	Pohang-si	50	66	117	4	1.51	16.44	8	877	4. High	-3.167743278735719	-1.7059998313722213	0.05655553021714038	0.2787156260730385	0.38003477170206335	0.17684393268337167	0.07074190796485126
119	Pyeongtaek-si	37	58	108	3	1.39	12.13	5.6	765	4. High	-2.9143601823973646	-0.8484527405582729	0.27089129958298536	0.762684757434896	0.49588748589456855	0.2507418719407807	-0.009866984428656293
120	Sacheon-si	2	18	20	0	1.84	21.17	11.7	191	2. Low	0.6180825123401373	0.9656588145312006	-0.7178830043899505	-0.4599713050895536	0.568033279974257	-0.05602589770335147	-0.04222026957207856
121	Saha-gu	10	26	42	2	1.34	17.76	8.1	541	3. Moderate	-0.6156170554587963	0.3187569840007863	0.24210874362003265	0.020194029303351332	-0.21001581397838925	0.06519167258153274	0.019301497722995973
122	Samcheok-si	1	19	17	0	1.01	24.26	13	94	2. Low	1.4162752001522443	0.25860804888244787	-0.07001968240929501	0.26074920211629626	0.30047820184086316	-0.16724872558623388	-0.028467067484985425
123	Sancheong-gun	1	13	11	0	0.65	35.42	20.6	72	2. Low	2.8778735387260697	-0.9655776137886405	-0.44879678629307934	-0.06147891263659534	-0.11601704477452035	0.009028504711184472	0.00941072386806157
124	Sangju-si	15	28	35	0	1.03	30.09	17.3	186	3. Moderate	1.4894084492080057	-0.8307727863342153	-0.6921337724887374	0.16463528845019812	0.3952162442541947	-0.07588637969702977	0.01636598847450107
125	Sasang-gu	2	21	31	3	0.78	17	8.1	317	2. Low	-0.0843448694754464	0.14197402826013553	1.3611010087682107	0.10971762537901486	-0.37162314323035484	0.04060837550026922	-0.12150960260441646
126	Seo-gu	31	11	9	0	1.02	24.36	12.3	235	4. High	1.5022203379823942	0.5725499109587306	-0.11377386947366247	0.1861357162520534	-0.17057313756918818	-0.0570747125348434	0.033799052867377534
127	Seo-gu	31	17	23	0	0.83	21.29	10.1	374	4. High	0.8952621509619413	0.4992628137461431	0.060116408454549214	0.7711250930095174	-0.25084041904798415	-0.018618698205635862	0.02799794193582699
128	Seo-gu	31	30	55	0	2.5	13.52	6.1	676	4. High	-1.5957833006526698	1.4621710951738032	-1.3779997825540689	-0.2054701431436639	0.6018545038278145	0.16162903059230477	0.07874747739838302
129	Seo-gu	31	44	80	0	1.4	10.02	3.9	670	4. High	-1.8849594101199032	0.6235468347959906	-0.3360369996932413	1.4861354692667685	0.6003784815028359	0.12218677390386495	-0.02132726780415964
130	Seo-gu	31	39	78	3	1.81	12.05	4.9	1123	4. High	-2.7706892346611642	0.1727601518517109	-0.21360785482959305	0.05255651631559222	-0.5671484913096002	0.3336326522722604	-0.023829687167040564
131	Seocho-gu	30	24	27	1	2.6	13.39	3.8	1465	4. High	-2.249653524126194	1.8673517628115475	-1.6648563595185966	-0.5371675093248691	-1.309532442274322	-0.21082381104512354	0.05877631153093618
132	Seodaemun-gu	18	19	25	6	1.12	16.77	6.2	587	3. Moderate	-1.0835671880031899	0.01800789578039463	1.9436981013237569	-1.1311574998655904	-1.2043087661264948	-0.004420680217687535	0.002415342755900631
133	Seongbuk-gu	18	29	49	6	1.02	16.15	6	729	3. Moderate	-1.6931795903090319	-0.511420366714104	1.8023388632098993	-0.6752352686572801	-1.1128696812949204	0.11921169343295107	0.021927930854480818
134	Seongdong-gu	8	21	30	2	0.97	14.76	5.3	593	3. Moderate	-0.5432555891168873	0.7550256750504125	0.8179288189240859	0.4938395283441974	-0.6480656185464184	-0.04292101549353866	-0.00874947516382317
135	Seongju-gun	22	12	15	0	0.59	30.89	15.9	84	4. High	2.340468283899006	-0.386035344865967	-0.015117096556365728	0.33760164773720647	-0.10526270474304755	0.03837421383655691	0.18460973481445678
136	Seongnam-si	118	72	127	3	2.08	13.52	5.6	2095	4. High	-4.952187854354284	-1.2845168078369555	-1.7988577522678313	0.714736486966306	-1.2325271097019983	0.15348296403240916	-0.013523235628197239
137	Seosan-si	8	29	39	1	1.3	18.01	8.4	261	3. Moderate	-0.15418462201830385	0.44842395714706107	0.18136890838803407	0.28618094291985896	0.4408326400739324	-0.12296935871351797	0.031570233850805374
138	Siheung-si	10	46	74	2	1.55	8.86	3.8	622	3. Moderate	-2.317614816683201	0.4358041400424743	0.29446369103328485	0.659756592609568	0.4904748461447301	-0.023829764096452547	-0.15801603304151562
139	Sokcho-si	3	12	11	0	1.54	18.33	9.7	165	2. Low	0.7689221646872857	1.3667212098437422	-0.17680623136945078	-0.11450763506410344	0.32017271606883935	-0.04605265669581028	-0.104122593298902
140	Songpa-gu	36	40	51	1	1.65	13.1	4.1	1527	4. High	-2.3913066278998407	0.6835228823845634	-1.064970659723103	0.8424959432031192	-1.37483646556435	-0.30461004435712147	-0.06700492424251256
141	Suncheon-si	2	42	61	3	1.94	15.2	8.3	452	2. Low	-1.7155570250576415	0.012055976283538942	0.07009420992277947	-0.6327045766275157	0.5960541466543755	-0.07053667105022055	-0.12877118952332642
142	Suseong-gu	2	34	49	1	2.28	15	6.9	948	2. Low	-1.7877541372165542	0.9431529880398755	-1.2169541420740098	-0.27742360880946365	-0.14210371406863298	-0.07609493560382262	-0.03176707423566086
143	Suwon-si	49	99	192	4	1.72	10.5	4.5	2082	4. High	-6.473780013451612	-2.7716344310964436	-1.309363643677814	1.6375827972744892	-0.4121930054617433	0.4952536329890093	0.03581211736468748
144	Suyeong-gu	9	10	22	0	1.56	20.4	8.2	395	3. Moderate	0.45905512669145915	1.277516558130785	-0.4173972817647438	0.012368615205862177	-0.06903865676134135	0.17444211600650705	0.28357095827640727
145	Taean-gun	1	19	20	0	0.83	29.98	13.8	112	2. Low	1.7924300831278002	-0.2550175112568638	-0.1614779471855347	0.30503136031456535	0.12349609854020005	-0.166751604768586	0.36311237902046456
146	Taebaek-si	1	12	12	1	1.16	23.88	12.8	64	2. Low	1.353572961125188	0.4178196443301785	0.24042233658054718	-0.32960980380714433	0.13333906254180383	0.0021855139623379594	-0.02076293889208164
147	Uijeongbu-si	27	33	62	1	1.59	14.61	6.4	729	4. High	-1.3929276745496821	0.5366879755940972	-0.39301392553506653	0.5094758935652685	0.03876566649811031	0.19486106357631902	0.03439962790354585
148	Uiseong-gun	41	16	16	0	0.32	40.26	23.7	108	4. High	3.3467890955250996	-1.7990148827653143	-0.5485380244455391	0.12236050075066536	-0.29886297615704427	0.02778663922160904	0.03454813024852653
149	Uiwang-si	5	14	24	1	1.09	12.99	5	189	2. Low	0.04833138630080516	1.4184025581684816	0.902125366733689	0.4979712558806338	0.13736948492771445	0.07887626930304069	-0.022895689599889836
150	Ulju-gun	3	30	49	2	1.74	13.94	6.7	260	2. Low	-1.0263260696889804	0.7322198267373622	0.324172957877003	-0.2623638982487503	0.6819202351533571	0.0659796099371283	-0.0311532055317524
151	Wonju-si	19	50	71	4	1.71	14.46	6.7	597	3. Moderate	-2.3278764629185313	-0.44742365759529396	0.49986545865069054	-0.42430475009997065	0.31660091999240453	-0.18316801968792715	-0.05847855034353913
152	Yangcheon-gu	21	30	43	0	2.26	13.55	5.5	816	4. High	-1.4860243703642677	1.4925233583606368	-1.244751945408416	0.03929974201240802	0.11489131940692365	-0.09615418340346697	0.02790910286591261
153	Yangju-si	2	33	48	1	1.16	15.23	6.3	252	2. Low	-0.5330705986920781	0.5035262721390263	0.4663183828511039	0.698437996214647	0.5725985533812095	-0.11727885448808938	0.05271674256029914
154	Yangsan-si	4	37	68	2	1.59	12.92	6.2	507	2. Low	-1.6209460139918326	0.33272870693127526	0.18283860942833519	0.23971677627142632	0.46347749926930115	0.19730009030501894	-0.0486238706481814
155	Yecheon-gun	6	12	15	1	1.09	29.79	18.4	97	2. Low	1.9865646545468314	-0.4449061166476572	-0.22844538501352984	-0.6044189308316196	0.009372661871784094	0.15800767425596926	-0.1581281037897274
156	Yeongcheon-si	36	18	23	1	0.83	27.32	15.3	192	4. High	1.4979174969445097	-0.4409144465387412	0.09444292155061482	0.020054268854561436	-0.09399417783318414	0.03624231255838262	-0.04378480577656262
157	Yeongdeok-gun	2	9	11	0	0.75	36.45	22.3	81	2. Low	3.061132502601812	-1.015287042974899	-0.6453344011812536	-0.30401306517769033	-0.15848035191720444	0.19545528336499968	-0.0672540116500059
158	Yeongdeungpo-gu	22	23	39	0	1.21	15.6	5.8	1001	4. High	-0.7602870232538383	0.9604323230955746	-0.5447296995046456	1.0748187507390152	-0.9118357565783042	0.05178123918692856	0.030543614241180003
159	Yeongju-si	5	19	26	2	1.61	26.22	13.2	191	2. Low	0.6363345516108798	-0.020742327411641816	-0.11055613860397198	-1.0059035175796531	0.19424384112176507	0.03219257815952442	0.19217578449129774
160	Yeongyang-gun	2	6	8	0	0.35	36.36	21.1	24	2. Low	3.3475472806834623	-1.0183994580687006	-0.14973986401755096	0.10973181972173524	-0.32896496912251094	0.20023231875470943	0.026958708310041574
161	Yeonje-gu	4	16	18	2	1.39	18.27	7.8	450	2. Low	-0.06337694106721826	0.8604879140465709	0.40768387785800525	-0.34050984480585794	-0.4206226230512643	-0.07199985596530714	0.033382929677544304
162	Yeonsu-gu	18	23	43	1	1.77	9.48	4	467	3. Moderate	-1.228930961629183	1.6005007534799014	0.104820587102456	0.21658910235845974	0.3270544847087331	0.16797399366502463	-0.11742473825140719
163	Yeosu-si	3	50	73	1	1.85	18.59	9.5	471	2. Low	-1.3882460858894894	-0.2768982642520142	-0.7879422697268526	0.1606890839102896	0.985227553692281	-0.1639455408245436	0.06453181234924302
164	Yongin-si	59	103	169	7	1.82	12.77	4.1	1429	4. High	-6.205697955205068	-3.099487208757859	0.22942852043874273	0.15168514314418552	0.2552951090541846	-0.1270248387117421	0.20499923174951318
165	Yongsan-gu	17	15	13	1	0.68	16.87	6.5	435	3. Moderate	0.44937549900049395	0.92122063091314	0.8360592528153986	0.7950206039342056	-0.6469365446506607	-0.1817179493785579	-0.024517201078056185
166	Yuseong-gu	19	38	75	5	1.54	9.04	3.3	586	3. Moderate	-2.690247801286155	0.08861540113393143	1.407603163200173	-0.3854892766752174	0.019610648360334992	0.3141932545067101	-0.07262056540015992
167	Yeongdo-gu	0	14	12	2	0.69	26.13	13.3	203	1. None	1.4078168138865421	-0.2566211653068894	0.7368100964986872	-0.16009656991860544	-0.4776204562812889	-0.07132828649772416	0.010612227526455381
168	Gwangsan-gu	0	45	90	4	2.32	9.1	4.6	640	1. None	-3.2247831882857554	0.2504594908706891	0.19307649773100694	-0.7585676633641165	0.6893899747284012	0.3958022984570823	-0.07415330105752735
169	Ganghwa-gun	0	20	19	1	0.68	31.97	13.9	107	1. None	1.7932547878449905	-0.6504344650348609	0.2366325151016705	0.08492463459604073	-0.09495050461353882	-0.23451427455082255	0.48031699244273984
170	Ongjin-gun	0	6	10	0	0.19	25.35	11.1	32	1. None	2.205128072732453	0.297894395662043	0.8647668740286522	0.996791747251597	-0.29116436172333016	0.0748316644809321	0.23175989168683594
171	Sejong_city	0	48	60	3	1.78	9.48	3.8	491	1. None	-2.352007281174814	0.4736898582764252	0.5614950167969376	-0.06010312963890981	0.6029277173398843	-0.3706770855729761	-0.1624798521258353
172	Yangpyeong-gun	0	22	25	1	0.78	24.66	11.1	178	1. None	1.0216275241506458	-0.08982059348354027	0.43464854302185707	0.3669834030150112	0.009556513016222179	-0.1673547041361905	0.20064533865709247
173	Yeoju-si	0	23	34	1	1	21.05	8.8	191	1. None	0.4325065390726955	0.2916384444311509	0.44088540921526576	0.39633462939832137	0.2328410838867338	-0.04281193163089972	0.227420845023612
174	Yeoncheon-gun	0	13	13	0	0.82	25.41	12.7	69	1. None	1.7516154552921868	0.305313015584787	0.14495505488469348	0.35166671117847736	0.09673958854533271	-0.05948251190293939	0.0967761229763747
175	Donghae-si	0	14	17	0	1.6	19.41	10.1	140	1. None	0.7241816482324162	1.197108180569857	-0.28685780003867134	-0.16835594088685926	0.4695592531703198	-0.0016069109216449717	-0.022198184176448227
176	Yanggu-gun	0	10	9	0	1.01	20.38	9.9	33	1. None	1.3593949894922253	1.036200901416955	0.3530216162840396	0.3188958913998017	0.22722322699233316	-0.04717407514321847	0.010501462458948854
177	Yangyang-gun	0	13	15	0	0.69	28.92	14.6	37	1. None	2.12498634119177	-0.13249041809829223	0.07058633100401496	0.3276042251755068	0.06874758834403816	-0.011669190979178437	0.1804570509920714
178	Yeongwol-gun	0	13	15	1	0.87	28.54	15.4	56	1. None	1.863362573943142	-0.2666826005641521	0.1987170531812654	-0.2133528618012025	-0.0024125045373646348	0.03874196665705776	0.0583626114241972
179	Jeongseon-gun	0	16	15	0	0.67	26.79	13.9	53	1. None	1.9098694246954782	-0.041843787090565694	0.159212711692621	0.4681919632044831	0.11026173334596145	-0.11144346478345198	0.05733356806792479
180	Cheorwon-gun	0	16	12	0	1.14	21.8	11.1	70	1. None	1.2421285993978914	0.7513173580958032	0.051518135868005965	0.18700891598083214	0.33603279532885943	-0.1836596965573712	-0.013406958379208675
181	Pyeongchang-gun	0	19	16	0	0.81	27.04	13.7	84	1. None	1.7285013158267866	-0.04808660861428941	-0.009478545379433878	0.36678686408852923	0.17481619231911494	-0.20778063552597614	0.10189665554065594
182	Hongcheon-gun	0	26	26	0	1.14	25.28	12.6	115	1. None	1.094816712643238	0.039363642180705115	-0.2772679646683254	0.2539669835075609	0.5070658721428402	-0.2668417101430285	0.1309835207931914
183	Hwacheon-gun	0	13	14	0	0.72	21.75	11.2	36	1. None	1.548586455953918	0.5678797766073482	0.4572976494447262	0.6112961790795691	0.16768930408585192	-0.03666069790565792	-0.04316769893540051
184	Hoengseong-gun	0	16	13	2	0.97	28.22	13.3	69	1. None	1.4210234337031276	-0.25502878659897965	0.5454403512775262	-0.534548165816476	-0.08781702533273561	-0.1558799803985817	0.24062772475268862
185	Boeun-gun	0	15	16	0	0.67	33.46	18.4	74	1. None	2.5221672816719263	-0.7690036259746138	-0.31141102108349555	0.11556314446185514	-0.013111683568991617	-0.006064816329007338	0.11620400811739304
186	Yeongdong-gun	0	14	14	1	0.94	30.32	16.1	108	1. None	1.900998915781138	-0.4031604265972602	-0.009792144612235376	-0.34286631696432024	-0.08083195832524992	-0.01839436390485516	0.11740920100733941
187	Okcheon-gun	0	12	17	1	0.63	28.83	14.9	107	1. None	1.9275043935618983	-0.3796511865465106	0.3758819762880111	0.08178904298840704	-0.21688847158459645	0.09343902545771464	0.1216898867435535
188	Jecheon-si	0	24	35	2	1.31	20.92	10.5	245	1. None	0.10688855190789492	0.10092034682896943	0.3569734047926918	-0.2999068261657999	0.18723106947994322	0.01955015988535656	0.031721227276799185
189	Gongju-si	0	28	34	2	1.16	25.2	11.7	221	1. None	0.42647896069281266	-0.3929712236672791	0.2901141280674066	-0.2713742098064247	0.15861539182877205	-0.1714992128772768	0.21922972724739423
190	Geumsan-gun	0	16	16	1	0.67	30.15	14.8	119	1. None	1.8797975891627694	-0.5055234574130191	0.2726060382658657	0.04634898807865466	-0.1827341634733467	-0.0932318094793301	0.22115687359588931
191	Nonsan-si	0	33	32	2	1.03	25.54	13.4	262	1. None	0.5115174880206181	-0.7239680324642624	0.23490541450107938	-0.16038170521222347	0.09372362492158332	-0.34212519616583253	-0.009428431219159244
192	Dangjin-si	0	30	35	1	1.2	18.14	7.9	265	1. None	-0.10303356222258903	0.4487894674469731	0.2914312155102773	0.39437542802963904	0.3607023801036302	-0.25824159018554554	0.05946222531052871
193	Boryeong-si	0	29	33	1	1.23	25.04	12.6	186	1. None	0.6433791439421035	-0.24235619660682686	-0.11810357076127684	-0.06089588290515732	0.40562846791852697	-0.21259072748457805	0.11855845161496775
194	Seocheon-gun	0	18	18	0	0.97	35.25	18.9	116	1. None	2.351262712259307	-0.8422266240666276	-0.7181805134233321	-0.21624798020285121	0.0965387406030393	-0.08021153105162326	0.23403174349244782
195	Yesan-gun	0	24	26	0	0.95	30.27	14.5	156	1. None	1.5717026775177028	-0.4537794516816128	-0.4002601283572992	0.2475983903170681	0.24005615983198714	-0.20663783625924406	0.32083546751212794
196	Cheongyang-gun	0	12	13	1	0.6	34.51	18	62	1. None	2.5132899539623503	-0.9107911387401035	0.10954794279810731	-0.20363677770486052	-0.2555070466859636	0.02918943937847763	0.23114869500646507
197	Gochang-gun	0	21	22	0	0.95	33.33	20.6	123	1. None	2.2679996761955876	-1.0051447802563296	-0.7681920315187607	-0.15519818692296766	0.2038553796101173	-0.025213744150057046	-0.12359362744984712
198	Namwon-si	0	27	28	0	1.42	27.25	16.3	186	1. None	1.1737937812558445	-0.27681939658751464	-0.8631804277916003	-0.20457134628007656	0.5377823562802869	-0.16619256204689983	-0.10240167471325409
199	Muju-gun	0	10	9	0	0.74	32.71	18.7	53	1. None	2.6737171116963814	-0.5156756322873209	-0.29724687983285036	-0.06209456526274151	-0.07702143100036596	0.05597498457385478	0.015174533176143992
200	Buan-gun	0	22	25	0	0.99	32.2	19.1	118	1. None	2.0389697465923415	-0.8538560738433557	-0.6944065933989221	-0.07706461668020086	0.2850112041337199	-0.03347636965288714	-0.029357165333052618
201	Sunchang-gun	0	15	15	0	0.7	32.97	20.2	72	1. None	2.616549599932718	-0.8630731104151208	-0.41570507781372995	0.012442780304579001	0.015171811799106871	0.04009565360485471	-0.13605595243892815
202	Wanju-gun	0	29	37	3	1.52	22.38	9.8	170	1. None	-0.22628918893395455	-0.11860433705369466	0.5405091993178762	-0.8246312921190208	0.36787729289425236	-0.14980204436064798	0.24546556825559038
203	Imsil-gun	0	15	14	1	0.55	34.82	20.1	79	1. None	2.6071547790954006	-1.2127191527248957	-0.008119064071229198	-0.20173691800956564	-0.2414732212095123	0.004467092065575551	-0.0044029863646172715
204	Jangsu-gun	0	8	8	0	0.58	32.87	19.1	44	1. None	2.858535426140834	-0.5859838971583272	-0.16232240052528762	0.05981154498982699	-0.17977677705940298	0.11709275502953416	-0.02903712120168009
205	Jeongeup-si	0	34	39	1	1.64	26.92	15.9	256	1. None	0.4893377960349262	-0.5875387188461043	-0.8247767689734192	-0.5721308888682578	0.6038774078729051	-0.1871996658427116	-0.05957559005879662
206	Jinan-gun	0	13	12	0	0.39	33.8	19.5	54	1. None	2.8747012931784433	-0.9375167050642187	-0.09801889360355825	0.3080033448855295	-0.17866467290172217	0.013646990899589468	-0.022911940772451206
207	Gangjin-gun	0	14	14	0	0.79	33.87	21.7	71	1. None	2.7442015597790954	-0.9520372972645141	-0.5940910045816497	-0.18807544322598563	0.029002238481162235	0.0928931993823707	-0.22232806572037486
208	Goheung-gun	0	17	21	0	0.71	40.04	24.5	141	1. None	3.0637822667951142	-1.723566063816708	-0.9737795309870363	-0.2698444544094531	-0.10224154290105048	0.12601887372116738	-0.014200941446726352
209	Gokseong-gun	0	8	8	1	0.87	35.16	22.5	70	1. None	2.8323947360596975	-1.0215464909490357	-0.3613644065029504	-0.7740380658847041	-0.23708384404372695	0.21435460173808515	-0.21162794977902044
210	Gurye-gun	0	10	12	0	0.79	33.3	19.4	57	1. None	2.6820874112360626	-0.6126512542382044	-0.4085898363681744	-0.1372344622326294	-0.03775584581938052	0.1307118729070348	0.0073997867388564675
211	Naju-si	0	24	30	3	1.4	22.16	13.2	214	1. None	0.2051726627597751	-0.26452536697684	0.4703269497964976	-0.9172717365138506	0.1057616100839221	0.005571775351956102	-0.2019855813490602
212	Damyang-gun	0	14	15	1	0.28	30.27	16.3	98	1. None	2.2748319546446063	-0.7890951869745236	0.5597619048436365	0.3681591359434081	-0.3649560733293764	0.001495537678526641	0.022111877879675217
213	Boseong-gun	0	17	19	0	0.65	37.43	23.8	98	1. None	2.987418514842129	-1.5272635674152553	-0.7551477380052826	-0.13873246904302633	-0.03305417521571363	0.09962398766255132	-0.1679081291462024
214	Sinan-gun	0	19	22	0	0.2	35.18	21	77	1. None	2.8824722470508073	-1.4973752693812599	-0.14143675448080167	0.5569610698824216	-0.1290709027031648	0.023534356889829848	-0.07800279749029479
215	Yeonggwang-gun	0	13	15	1	1.24	28.4	17.3	116	1. None	1.7248468728142752	-0.2219306779200072	-0.2794727361593843	-0.6690070159651058	0.07773374836079605	0.10861707144001606	-0.14172813156885045
216	Yeongam-gun	0	16	18	2	0.82	25.99	15.6	100	1. None	1.463959847512195	-0.4666990424667253	0.5768185383106967	-0.36475190139681457	-0.11951731868028936	0.051226019454167944	-0.2098830522028068
217	Wando-gun	0	21	24	0	0.65	31.55	17.9	96	1. None	2.168167611742331	-0.8679244573070217	-0.28432166582322566	0.3326001305684434	0.14008174539423057	-0.05113206343413016	0.0183104981782335
218	Jangseong-gun	0	13	16	0	0.83	28.75	16.8	80	1. None	2.1361136789382478	-0.24590419336479052	-0.2097317197789203	0.11054501914399224	0.08247510305678207	0.0854092428161758	-0.07432769700290834
219	Jangheung-gun	0	15	16	0	0.67	33.21	21.6	80	1. None	2.719553879402002	-1.0208444221122805	-0.4838330139896631	-0.009617213296626168	7.242976976951088e-4	0.10211938451293617	-0.27639250759707806
220	Jindo-gun	0	10	13	0	0.78	32.97	22	68	1. None	2.824482669962328	-0.8279978936904835	-0.5445569807400203	-0.21554657919298012	-0.03129472002497202	0.24055145518644336	-0.31882852262477945
221	Hampyeong-gun	0	11	12	0	0.49	35.45	22	76	1. None	3.088046778189584	-1.1359090599100026	-0.3820323636798167	0.040953115546079236	-0.21564522457677582	0.14503871449133926	-0.1521811922353542
222	Haenam-gun	0	20	21	0	0.91	31.45	20	135	1. None	2.1814067739050804	-0.8420352367058234	-0.6454116005004293	-0.0524186833289243	0.162524877338716	-9.142318418357623e-4	-0.2224769231648921
223	Ulleung-gun	0	4	6	0	0.21	24.81	10.7	11	1. None	2.249417262299197	0.466304757235924	0.9285142613020358	0.9491543890043084	-0.3079831438127001	0.0617597451776572	0.22520483550786494
224	Uljin-gun	0	13	16	0	1.01	27.3	17.6	83	1. None	2.0177572816037173	-0.13452463077633947	-0.3668731800640872	-0.07984762275067393	0.19088353958575166	0.13484089607987737	-0.2710791435793388
225	Uiryeong-gun	0	13	10	0	0.63	35.95	24.2	60	1. None	3.178840180828333	-1.2901204341955768	-0.6299656794506081	-0.2149127489722527	-0.09760445746451041	0.09799463932689656	-0.36753803254219336
226	Tongyeong-si	0	20	29	0	1.7	18.47	9.8	230	1. None	0.2545741661575827	1.039468368783758	-0.481343087974748	-0.06182499925656281	0.5774052740272194	0.028969842153631804	-0.034986373997951216
227	Hadong-gun	0	16	15	0	0.84	32.89	19.1	94	1. None	2.420559656881768	-0.7175402528822846	-0.5019114750769589	-0.0735201675661057	0.052378398183836716	-0.028585407174426883	-0.009043992331854739
228	Jeju-do_city	0	113	123	4	1.53	15.1	6.4	1245	1. None	-4.733244372029199	-2.7106445520720923	-0.4840477048587416	1.0009226680155132	0.5790435772602831	-1.425165335660322	-0.14350117034223003
